0,1,2,3,is_facility
Ho-Chunk Nation of Wisconsin,Ho-Chunk Gaming - Tomah,"P.O. Box 667 W9814 Airport Road, Black River Falls WI",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Ho-Chunk Nation of Wisconsin,,54615,,TRUE
Ho-Chunk Nation of Wisconsin,Ho-Chunk Gaming - Nekoosa,"P.O. Box 667 W9814 Airport Road, Black River Falls WI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ho-Chunk Nation of Wisconsin,,54615,,TRUE
Ho-Chunk Nation of Wisconsin,Ho-Chunk Gaming - Black River Falls,"P.O. Box 667 W9814 Airport Road, Black River Falls WI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ho-Chunk Nation of Wisconsin,,54615,,TRUE
Ho-Chunk Nation of Wisconsin,Ho-Chunk Gaming - Wisconsin Dells,"P.O. Box 667 W9814 Airport Road, Black River Falls WI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ho-Chunk Nation of Wisconsin,,54615,,TRUE
Ho-Chunk Nation of Wisconsin,Ho-Chunk Gaming - Madison,"P.O. Box 667 W9814 Airport Road, Black River Falls WI",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Ho-Chunk Nation of Wisconsin,,54615,,TRUE
Hoopa Valley Tribe,"P.O. Box 1348 NF Building Highway 96, Hoopa CA 95546",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: hvtcenterprise@gmail.com,FALSE
Hoopa Valley Tribe,Lucky Bear Casino,"P.O. Box 1348 NF Building Highway 96, Hoopa CA",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Hoopa Valley Tribe,,95546,,TRUE
Iowa Tribe of Kansas and Nebraska,"3345 B Thrasher Rd., White Cloud KS 66094",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: trhodd@iowas.org,FALSE
Iowa Tribe of Kansas and Nebraska,Casino White Cloud,"3345 B Thrasher Rd., White Cloud KS 66094",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Iowa Tribe of Oklahoma,"335588 E. 750 Road, Perkins OK 74059",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jkeyes@iowanation.org,FALSE
Iowa Tribe of Oklahoma,Cimarron Casino,"335588 E. 750 Road, Perkins OK 74059",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Iowa Tribe of Oklahoma,Ioway Travel Plaza Casino,"335588 E. 750 Road, Perkins OK 74059",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Iowa Tribe of Oklahoma,Ioway Casino,"335588 E. 750 Road, Perkins OK 74059",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Jackson Band of Miwuk Indians,"P.O. Box 1090 12222 New York Ranch Road, Jackson CA 95642",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: adalton@jacksoncasino.com,FALSE
Jackson Band of Miwuk Indians,Jackson Rancheria Casino & Hotel,"P.O. Box 1090 12222 New York Ranch Road, Jackson",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Jackson Band of Miwuk Indians,,CA 95642,,TRUE
Jamestown S'Klallam Tribe,"1033 Old Blyn Highway, Sequim WA 98382",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: rallen@jamestowntribe.org,FALSE
Jamestown S'Klallam Tribe,Seven Cedars Casino,"1033 Old Blyn Highway, Sequim WA 98382",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Jamul Indian Village of California,"P.O. Box 612 14191 Hwy 94, Jamul CA 91935",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: epinto@jiv-nsn.gov,FALSE
Jamul Indian Village of California,Jamul Casino,"P.O. Box 612 14191 Hwy 94, Jamul CA 91935",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Jena Band of Choctaw Indians,"P.O. Box 14, Jena LA 71342",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: lrogers@jenachoctaw.org,FALSE
Jena Band of Choctaw Indians,Miko's Gaming,"P.O. Box 14, Jena LA 71342",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Jena Band of Choctaw Indians,Miko's Gaming,"P.O. Box 14, Jena LA 71342",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Jena Band of Choctaw Indians,Choctaw Pines Casino,"P.O. Box 14, Jena LA 71342",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Jena Band of Choctaw Indians,Choctaw Pines Casino,"P.O. Box 14, Jena LA 71342",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Kalispel Indian Community of the Kalispel Reservation,"1981 LeClerc Rd North, Usk WA 99180",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: gnenema@kalispeltribe.com,FALSE
Kalispel Indian Community of the Kalispel Reservation,Kalispel Casino,"1981 LeClerc Rd North, Usk WA 99180",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Kalispel Indian Community of the Kalispel Reservation,Northern Quest Resort & Casino,"1981 LeClerc Rd North, Usk WA 99180",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Karuk Tribe,"P.O. Box 1016 64236 2nd Ave., Happy Camp CA 96039",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Battebery@karuk.us,FALSE
Karuk Tribe,Rain Rock Casino,"P.O. Box 1016 64236 2nd Ave., Happy Camp CA 96039",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Kaw Nation, Oklahoma","5640 LaCann Drive, Kaw City OK 74647",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chair@kawnation.gov,FALSE
"Kaw Nation, Oklahoma",Rock and Brews Casino,"5640 LaCann Drive, Kaw City OK 74647",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Kaw Nation, Oklahoma",,,bruce.mcclure@rockandbrewscasinobraman.com,TRUE
"Kaw Nation, Oklahoma",Rock and Brews Casino,"5640 LaCann Drive, Kaw City OK 74647",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Kaw Nation, Oklahoma",,,bruce.mcclure@rockandbrewscasinobraman.com,TRUE
"Kaw Nation, Oklahoma",Kanza Casino,"5640 LaCann Drive, Kaw City OK 74647",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Kaw Nation, Oklahoma",,,bruce.mcclure@rockandbrewscasinobraman.com,TRUE
Keweenaw Bay Indian Community,"KBIC Tribal Center 16429  Bear Town Rd., Baraga MI 49908",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: doreen@kbic-nsn.gov,FALSE
Keweenaw Bay Indian Community,Ojibwa Casino II,"KBIC Tribal Center 16429  Bear Town Rd., Baraga MI",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Keweenaw Bay Indian Community,,49908,,TRUE
Keweenaw Bay Indian Community,Ojibwa Casino and Resort - Marquette,"KBIC Tribal Center 16429  Bear Town Rd., Baraga MI",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Keweenaw Bay Indian Community,,49908,,TRUE
Kickapoo Traditional Tribe of Texas,"2212 Rosita Valley Road, Eagle Pass TX 78852",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: estavio.elizondo@ktttribe.org,FALSE
Kickapoo Traditional Tribe of Texas,Kickapoo Lucky Eagle Casino,"2212 Rosita Valley Road, Eagle Pass TX 78852",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Kickapoo Tribe of Indians of the Kickapoo Reservation in Kansas,"824 111th Drive, Horton KS 66439",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: gail.cheatham@ktik-nsn.gov,FALSE
Kickapoo Tribe of Indians of the Kickapoo Reservation in Kansas,Golden Eagle Casino,"824 111th Drive, Horton KS 66439",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Kickapoo Tribe of Oklahoma,"P.O. Box 70, McLoud OK 74851",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: darwin.kaskaske@okkt.net,FALSE
Kickapoo Tribe of Oklahoma,Kickapoo Casino - Shawnee,"P.O. Box 70, McLoud OK 74851",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Kickapoo Tribe of Oklahoma,Kickapoo Casino - Shawnee,"P.O. Box 70, McLoud OK 74851",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Kickapoo Tribe of Oklahoma,Kickapoo Casino,"P.O. Box 70, McLoud OK 74851",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Kiowa Tribe of Oklahoma,"100 W Kiowa Way, Carnegie OK 73015",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: lspottedbird@kiowatribe.org,FALSE
Kiowa Tribe of Oklahoma,Kiowa Casino Carnegie,"100 W Kiowa Way, Carnegie OK 73015",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Kiowa Tribe of Oklahoma,Kiowa Casino Red River,"100 W Kiowa Way, Carnegie OK 73015",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Klamath Tribes, Oregon","PO Box 436 501 Chiloquin Blvd, Chiloquin OR 97624",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: don.gentry@klamathtribes.com,FALSE
"Klamath Tribes, Oregon",Kla-Mo-Ya Casino,"PO Box 436 501 Chiloquin Blvd, Chiloquin OR 97624",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Klawock Cooperative Association,"PO Box 430 310 Bayview Blvd, Klawock AK 99925",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: coppershield.pow@gmail.com,FALSE
Klawock Cooperative Association,Klawock Casino,"PO Box 430 310 Bayview Blvd, Klawock AK 99925",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Kootenai Tribe of Idaho,"PO Box 1269 100 Circle Dr, Bonners Ferry ID 83805",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jennifer@kootenai.org,FALSE
Kootenai Tribe of Idaho,Kootenai River Inn Casino and Spa,"PO Box 1269 100 Circle Dr, Bonners Ferry ID 83805",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Lac du Flambeau Band of Lake Superior Chippewa Indians,"P.O. Box 67, Lac du Flambeau WI 54538",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jjohnsonsr@ldftribe.com,FALSE
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lake of the Torches Resort Casino,"P.O. Box 67, Lac du Flambeau WI 54538",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota","190 Salistar Dr. NW, Cass Lake MN 56633",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: faron.jackson@llojibwe.net,FALSE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",Big Winnie Bar,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",Charlie's Up North,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",Leino's Riverside Pub,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",Shingobee on the Bay,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",Cedar Lakes Casino & Hotel,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",White Oak Casino,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Leech Lake Band of Minnesota Chippewa Tribe, Minnesota",Northern Lights Casino,"190 Salistar Dr. NW, Cass Lake MN 56633",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Little River Band of Ottawa Indians,"375 River St., Manistee MI 49660",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: larryromanelli@lrboi-nsn.gov,FALSE
Little River Band of Ottawa Indians,Little River Casino,"375 River St., Manistee MI 49660",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Little Traverse Bay Band of Odawa Indians,"7500 Odawa Circle, Harbor Springs MI 49740",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chairman@ltbbodawa-nsn.gov,FALSE
Little Traverse Bay Band of Odawa Indians,Odawa Casino Mackinaw City,"7500 Odawa Circle, Harbor Springs MI 49740",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Little Traverse Bay Band of Odawa Indians,Odawa Casino Resort,"7500 Odawa Circle, Harbor Springs MI 49740",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Lower Brule Sioux Tribe of the Lower Brule Reservation,"187 Oyate Circle, Lower Brule SD 57548",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: boydgourneau@lowerbrule.net,FALSE
Lower Brule Sioux Tribe of the Lower Brule Reservation,Golden Buffalo Casino & Resort,"187 Oyate Circle, Lower Brule SD 57548",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Lower Elwha Tribal Community,"2851 Lower Elwha Rd, Port Angeles WA 98363",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: frances.charles@elwha.org,FALSE
Lower Elwha Tribal Community,Elwha River Casino,"2851 Lower Elwha Rd, Port Angeles WA 98363",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Lower Sioux Indian Community in the State of Minnesota,"P.O. Box 308 39527 Res. Hwy 1, Morton MN 56270",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: robert.larsen@lowersioux.com,FALSE
Lower Sioux Indian Community in the State of Minnesota,Jackpot Junction Casino Hotel,"P.O. Box 308 39527 Res. Hwy 1, Morton MN 56270",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Lummi Tribe of the Lummi Reservation, Washington","2665 Kwina Road, Bellingham WA 98226",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: williamj@lummi-nsn.gov,FALSE
"Lummi Tribe of the Lummi Reservation, Washington",Silver Reef Casino,"2665 Kwina Road, Bellingham WA 98226",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Lytton Rancheria of California,"437 Aviation Blvd., Santa Rosa CA 95403",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address:,FALSE
Lytton Rancheria of California,,,andy.mejia@lyttonrancheriaofcalifornia.com,TRUE
Lytton Rancheria of California,San Pablo Lytton Casino,"437 Aviation Blvd., Santa Rosa CA 95403",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Manchester Band of Pomo Indians of the Manchester Rancheria, California","P.O. Box 623 24 Mamie Laiwa Dr., Point Arena CA 95468",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tisha.jones@mpapomotribe.org,FALSE
"Manchester Band of Pomo Indians of the Manchester Rancheria, California",Garcia River Casino,"P.O. Box 623 24 Mamie Laiwa Dr., Point Arena CA",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
"Manchester Band of Pomo Indians of the Manchester Rancheria, California",,95468,,TRUE
Mashantucket Pequot Indian Tribe,"P.O. Box 3060 2 Matts Path, Mashantucket CT 063383060",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: rodneybutler@mptn-nsn.gov,FALSE
Mashantucket Pequot Indian Tribe,Foxwoods Resort & Casino,"P.O. Box 3060 2 Matts Path, Mashantucket CT",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Mashantucket Pequot Indian Tribe,,63383060,,TRUE
Match-E-Be-Nash-She-Wish Band of Potawatomi Indians,"2872 Mission Drive, Shelbyville MI 49344",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Bob.Peters@glt-nsn.gov,FALSE
Match-E-Be-Nash-She-Wish Band of Potawatomi Indians,Gun Lake Casino,"2872 Mission Drive, Shelbyville MI 49344",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Mechoopda Indian Tribe of Chico Rancheria,"125 Mission Ranch Blvd., Chico CA 95926",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: mit@mechoopda.nsn.us,FALSE
Mechoopda Indian Tribe of Chico Rancheria,Mechoopda Casino,"125 Mission Ranch Blvd., Chico CA 95926",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Menominee Indian Tribe of Wisconsin,"P.O. Box 910, Keshena WI 54135",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Chairman@mitw.org,FALSE
Menominee Indian Tribe of Wisconsin,Thunderbird C Store,"P.O. Box 910, Keshena WI 54135",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Menominee Indian Tribe of Wisconsin,,,harley.lyons@menomineecasinoresort.com,TRUE
Menominee Indian Tribe of Wisconsin,Menominee Casino Resort,"P.O. Box 910, Keshena WI 54135",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Mescalero Apache Tribe of the Mescalero Reservation, NM","P.O. Box 227, Mescalero NM 88340",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tpadilla@mescaleroapachetribe.com,FALSE
"Mescalero Apache Tribe of the Mescalero Reservation, NM",Casino Apache Travel Center,"P.O. Box 227, Mescalero NM 88340",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Mescalero Apache Tribe of the Mescalero Reservation, NM",Inn of the Mountain Gods Resort and Casino,"P.O. Box 227, Mescalero NM 88340",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Metlakatla Indian Community, Annette Island Reservation","8th and Milton Street, Metlakatla AK 99926",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: asmith@metlakatla.com,FALSE
"Metlakatla Indian Community, Annette Island Reservation",MIC Gaming Casino,"8th and Milton Street, Metlakatla AK 99926",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Miami Tribe of Oklahoma,"P.O. Box 1326 3410 P St. NW, Miami OK 74355",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: dlankford@miamination.com,FALSE
Miami Tribe of Oklahoma,Prairie Moon Casino,"P.O. Box 1326 3410 P St. NW, Miami OK 74355",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Miccosukee Tribe of Indians of Florida,"P.O. Box 440021 Tamiami Station, Miami FL 33144",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: BeverlyT@miccosukeetribe.com;,FALSE
Miccosukee Tribe of Indians of Florida,,,MarlaP@miccosukeetribe.com;,TRUE
Miccosukee Tribe of Indians of Florida,,,PeytonW@miccosukeetribe.com,TRUE
Miccosukee Tribe of Indians of Florida,Little Trail Casino,"P.O. Box 440021 Tamiami Station, Miami FL 33144",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Miccosukee Tribe of Indians of Florida,Miccosukee Resort & Gaming,"P.O. Box 440021 Tamiami Station, Miami FL 33144",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Middletown Rancheria of Pomo Indians of California,"P.O. Box 1035 22223 Hwy 29 @ Rancheria Rd, Middletown CA",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jsimon@middletownrancheria.com,FALSE
Middletown Rancheria of Pomo Indians of California,Twin Pine Casino,"P.O. Box 1035 22223 Hwy 29 @ Rancheria Rd,",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Middletown Rancheria of Pomo Indians of California,,Middletown CA 95461,,TRUE
"Mille Lacs Band of Ojibwe, Minnesota","43408 Oodena Drive, Onamia MN 56359",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: virgil.wind@millelacsband.com,FALSE
"Mille Lacs Band of Ojibwe, Minnesota",Grand Casino Mille Lacs,"43408 Oodena Drive, Onamia MN 56359",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Mille Lacs Band of Ojibwe, Minnesota",Grand Casino Mille Lacs,"43408 Oodena Drive, Onamia MN 56359",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Mille Lacs Band of Ojibwe, Minnesota",Grand Casino Hinckley,"43408 Oodena Drive, Onamia MN 56359",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Mississippi Band of Choctaw Indians,"P.O. Box 6010 101 Industrial Road, Choctaw MS 39350",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chiefben@choctaw.org,FALSE
Mississippi Band of Choctaw Indians,Golden Moon Hotel and Casino,"P.O. Box 6010 101 Industrial Road, Choctaw MS 39350",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Morongo Travel Center @ Morongo Trail Work Phone: 951-849-2895,"12700 Pumarra Road, Banning CA 92220",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Casino Morongo,Work Fax: 951-849-2895,Email Address: Craig_Pleve@morongo.com,,FALSE
 Work Phone: 951-849-3080,"12700 Pumarra Road, Banning CA 92220",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Morongo Casino Resort & Spa,Work Fax: 951-849-3181,Email Address: Craig_Pleve@morongo.com,,FALSE
 Work Phone: 800-252-4499,"12700 Pumarra Road, Banning CA 92220",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Morongo Travel Center @ Seminole Dr.,Work Fax: 951-849-3181,Email Address: Craig_Pleve@morongo.com,,FALSE
 Work Phone: 951-849-2895,"12700 Pumarra Road, Banning CA 92220",Game Class Type:  Class II  See 25 CFR 502.3 & 4,,FALSE
 Morongo Canyon Lanes,Work Fax: 951-849-5345,Email Address: Craig_Pleve@morongo.com,,FALSE
 Work Phone: 909-849-3080,"12700 Pumarra Road, Banning CA 92220",Game Class Type:  Class II  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Casino - Checotah,Work Fax: 909-849-3181,Email Address: Craig_Pleve@morongo.com,,FALSE
 Work Phone: 918-473-5899,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Casino - Checotah,Work Fax: 918-473-5899,Email Address: lachrista.lollis@creeknationcasino.com,,FALSE
 Work Phone: 918-473-5899,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Casino - Checotah,Work Fax: 918-473-5899,Email Address: lachrista.lollis@creeknationcasino.com,,FALSE
 Work Phone: 918-473-4628,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Casino - Checotah,Work Fax: 918-473-5899,Email Address: lachrista.lollis@creeknationcasino.com,,FALSE
 Work Phone: 918-473-4628,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax: 918-473-5899,Email Address: lachrista.lollis@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax: 918-995-8212,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax:,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax: 918-995-8212,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax: 918-995-8212,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax:,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax: 918-995-8212,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax: 918-995-8212,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Suite Shots,Work Fax:,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-995-8212,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Travel Plaza - Muskogee,Work Fax: 918-995-8212,Email Address: jerry.floyd@creeknationcasino.com,,FALSE
 Work Phone: 918-683-1825,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Travel Plaza - Okmulgee,Work Fax: 918-709-7509,Email Address: farrell.kaaihue@creeknationcasino.com,,FALSE
 Work Phone: 918-756-8400,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Creek Nation Casino - Holdenville,Work Fax:,Email Address: roger.birdcreek@creeknationcasino.com,,FALSE
 Work Phone: 405-379-3321,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,,FALSE
 Work Phone: 405-379-3321,Work Fax: 405-379-3504,Email Address: joel.chaffin@creeknationcasino.com,,TRUE
 Work Phone: 405-379-3321,Creek Nation Casino - Muskogee,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
 Work Phone: 405-379-3321,Creek Nation Casino - Okemah,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
 Work Phone: 405-379-3321,One Fire Casino,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
 Work Phone: 405-379-3321,River Spirit Casino,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
 Work Phone: 405-379-3321,Creek Nation Casino -  Bristow,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
 Work Phone: 405-379-3321,Creek Nation Casino - Duck Creek,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
 Work Phone: 405-379-3321,Creek Nation Casino - Eufaula,"P.O. Box 580, Okmulgee OK 74447",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
